project_id,short_project_id,name,summary,url,website_url,logo,state,provisioned,top_level_project,dev_list_name,dev_list_email,dev_list_url,documentation_url,gettingstarted_url,download_url,scope,github_repos,contributors,committers,project_leads
automotive,automotive,Eclipse Automotive,"The Eclipse Automotive Top-Level Project provides a space for open source projects to explore ideas and technologies addressing challenges in the automotive, mobility and transportation domain. It is...",https://projects.eclipse.org/projects/automotive,https://www.eclipse.org/automotive,https://projects.eclipse.org/modules/custom/eclipsefdn/eclipsefdn_projects/images/logos/default.png,Regular,True,automotive,automotive-pmc,automotive-pmc@eclipse.org,https://accounts.eclipse.org/mailing-list/automotive-pmc,,,,"<p>The scope of the project includes developing, managing, promoting, and supporting applications, frameworks, runtimes, middlewares and models in the following areas:</p>
<ul>
<li>Traffic and transportation planning;</li>
<li>Decision making, planning, control and simulation of automated vehicles and other road users;</li>
<li>Test and assessment of advanced driver assistance systems or automated driving functions;</li>
<li>Modeling and definition of traffic scenarios for simulation, validation and testing use-cases;</li>
<li>Dynamic co-simulation of mobility and communication protocols incorporating physical, control and environment models;</li>
<li>Modeling and Simulation of Vehicle-to-Cloud, Vehicle-to-Vehicle and Vehicle-to-Infrastructure Connectivity;</li>
<li>Aggregation and management of measured vehicle data;</li>
<li>Modeling and engineering tools for embedded automotive systems; and</li>
<li>Middleware and runtime technologies enabling mobility solutions</li>
</ul>
<p>In addition to providing software solutions for the industry, public sector institutions and consumers, the Eclipse Automotive project is a platform for experimentation by developers, academics and researchers. It provides a place to try out new ideas, new services and infrastructure changes to address the challenges of mobility.</p>
",,,"ariexinger (Andy Riexinger), awittek (Angelika Wittek), tresheim (Torkild Resheim), hmackamul (Harald Mackamul), lkrawczyk (Lukas Krawczyk), mbehrischv52 (Michael Behrisch)",
automotive.adaaa,adaaa,Eclipse ADAAA (Adaptive Cruise Control Demo Application for Adaptive AUTOSAR),"ADAAA is example application for Adaptive AUTOSAR with the following goals:
* Provide a tutorial with simple examples code base for getting involved with AUTOSAR methodology and each functional...",https://projects.eclipse.org/projects/automotive.adaaa,https://projects.eclipse.org/projects/automotive.adaaa,https://projects.eclipse.org/modules/custom/eclipsefdn/eclipsefdn_projects/images/project_state/archived.png,Archived,True,automotive,,,,,,,"<p>The&nbsp;Eclipse ADAAA project provides an Adaptive Cruise Control (ACC) Demo Application for the Adaptive AUTOSAR standards.</p>
<p>The first version contains the following artifacts:<br>* Considered functional cluster list<br>* Documentation<br>* Integration architecture<br>* Test cases<br>* Example requirements<br>* Build setup</p>
",https://github.com/eclipse/adaaa,,,
automotive.adore,adore,Eclipse Automated Driving Open Research (ADORe),"Eclipse ADORe provides a modular software library and toolkit for decision making, planning, control and simulation of automated vehicles.
The project team is working on an all new release for ADORe...",https://projects.eclipse.org/projects/automotive.adore,https://projects.eclipse.org/projects/automotive.adore,https://projects.eclipse.org/sites/default/files/styles/project_logo/public/230511_Urban_Drive_RGB_RZ_ADORE.png?itok=OxXVAQFm,Incubating,True,automotive,adore-dev,adore-dev@eclipse.org,https://accounts.eclipse.org/mailing-list/adore-dev,https://github.com/eclipse/adore/tree/master/documentation,https://github.com/eclipse/adore/blob/master/documentation/installation.md,https://github.com/eclipse/adore,"<p>The project is focused on&nbsp;decision making, planning and control for automated vehicles and excludes sensor-data fusion.</p>
<p>&nbsp;</p>
<p>In scope:</p>
<p>&nbsp;</p>
<ul>
<li>Algorithms and data models&nbsp; applied in real automated driving system for motion planning and control</li>
<li>Mechanisms for safe interaction with other CAVs, infrastructure, traffic management, interactions with human-driven vehicles, bicyclists, pedestrians</li>
<li>Evaluation in context of overall traffic system</li>
<li>Software quality, reliability and TRL as required for research projects and prototypes</li>
</ul>
<p>Concrete features :</p>
<ul>
<li>High-definition road-map representation and loading from OpenDrive file</li>
<li>Planning modules for smooth ""in-lane"" driving, (cooperative) lane changes, emergency maneuvers, parking, navigation</li>
<li>Trajectory tracking module for stabilization of vehicle</li>
<li>Data models for automation-internal scene understanding, environment models</li>
<li>Data abstraction views for decoupling of planning algorithms and environment models</li>
<li>Vehicle model for simulation</li>
<li>Object detection model (in simulation it replaces the sensor-data fusion pipeline, which is not covered by this project)</li>
<li>V2X communication model for simulation, (high level, based on look-up tables, no detailed network simulation)</li>
<li>Interface for co-simulation with Eclipse SUMO: Simulation of traffic and infrastructure around automated vehicle</li>
<li>Interface to ROS (Robot Operating System)&nbsp; and possibly other middle-ware interfaces</li>
<li>Modularity and system independence</li>
</ul>
<p>Out of scope, not considered:</p>
<ul>
<li>Sensor data fusion algorithms for automated driving are currently not covered. The main focus is decision making, not perception. The provided decision making and control algorithms can be evaluated together with sensor/perception models in simulation.</li>
<li>The project cannot and will not promise creation of highly reliable code, which could be applied in products. The focus is rather on flexible code useful for prototyping and research.</li>
<li>Non-road-based autonomous systems are not considered.</li>
</ul>
","https://github.com/eclipse-adore/.github, https://github.com/eclipse-adore/adore",,"akoerner (Andrew Koerner), jlauermann (Jan Lauermann), mnichting (Matthias Nichting), rmarkowski (Robert Markowski), jschindlermek (Julian Schindler), rdariani (Reza Dariani), tlobig (Thomas Lobig), mbehrischv52 (Michael Behrisch)",tlobig (Thomas Lobig)
automotive.ambientlight,ambientlight,Eclipse Ambient Light Services,"The Eclipse Ambient Light Services showcase vizualizes possible new lighting concepts which are adaptive to different specific driving scenarios, like e.g. coming and leaving but also further options...",https://projects.eclipse.org/projects/automotive.ambientlight,https://projects.eclipse.org/projects/automotive.ambientlight,https://projects.eclipse.org/modules/custom/eclipsefdn/eclipsefdn_projects/images/project_state/incubating.png,Incubating,False,automotive,,,,,,https://gitlab.eclipse.org/eclipse/ambientlight/ambient-light-services,"<p>Eclipse Ambient Light Services provide an expandable SW core-stack implementing Autosar interfaces and allowing to visualize specific ambient light service. This project can be extended with additional functions, like e.g. Apps or other additional functions/ alternatives.&nbsp;Also it is intended that the developer has the option to e.g. vizualize quickly different options and or combinations. &nbsp;</p>
",,,"edgarh (Edgar Hindemith), johannes89 (Johannes Eulitz), bweidenf (Benjamin Weidenfeld)",bweidenf (Benjamin Weidenfeld)
automotive.ankaios,ankaios,Eclipse Ankaios,"Eclipse Ankaios manages multiple nodes and virtual machines with a single unique API in order to start, stop, configure, and update containers and workloads. It provides a central place to manage...",https://projects.eclipse.org/projects/automotive.ankaios,https://eclipse-ankaios.github.io/ankaios/,https://projects.eclipse.org/sites/default/files/styles/project_logo/public/Ankaios__logo_for_light_bgrd_clipped.png?itok=EYM6qc_o,Incubating,True,automotive,ankaios-dev,ankaios-dev@eclipse.org,https://accounts.eclipse.org/mailing-list/ankaios-dev,https://eclipse-ankaios.github.io/ankaios/,https://eclipse-ankaios.github.io/ankaios/usage/installation/,,"<p>Eclipse Ankaios provides workload and container orchestration for automotive High Performance Computing Software (HPCs). While it can be used for various fields of applications, it is developed from scratch for automotive use cases.&nbsp;</p>
<p>It provides a slim yet powerful solution to manage containerized applications. It supports various container runtimes with Podman as the first one, but other container runtimes and even native applications can be supported. Eclipse Ankaios is independent of existing communication frameworks like SOME/IP, DDS, or REST API.</p>
","https://github.com/eclipse-ankaios/.github, https://github.com/eclipse-ankaios/ank-sdk-python, https://github.com/eclipse-ankaios/ank-sdk-rust, https://github.com/eclipse-ankaios/ankaios",,"gabyunalaq (Gabriel Tomuta), rareshorju (Rares Horju), oklapper (Oliver Klapper), chha (Christoph Hamm), krusev (Kaloyan Rusev), chatree (Chatree Akasarn), hdormann (Holger Dormann), roma4294 (Rostislav Matura)","krusev (Kaloyan Rusev), hdormann (Holger Dormann)"
automotive.ankaios.ankaios-dashboard,ankaios-dashboard,Eclipse Ankaios Dashboard,"The Ankaios Dashboard is the UI for the Eclipse Ankaios project. It offers insights into a running Ankaios cluster, allows for modification/deletion/creation of workloads and offers a dependency graph...",https://projects.eclipse.org/projects/automotive.ankaios.ankaios-dashboard,https://projects.eclipse.org/projects/automotive.ankaios.ankaios-dashboard,https://projects.eclipse.org/modules/custom/eclipsefdn/eclipsefdn_projects/images/project_state/incubating.png,Incubating,False,automotive,,,,,,,"<p>Eclipse Ankaios Dashboard provides a UI for the Eclipse Ankaios project. It offers insights into a running Ankaios cluster, allows for modification/deletion/creation of workloads and offers a dependency graph for easier understanding of the interdependencies between workloads, comparable to the Kubernetes dashboard. The Ankaios Dashboard is executed in the browser.</p>
","https://github.com/eclipse-ankaios-dashboard/.github, https://github.com/eclipse-ankaios-dashboard/ankaios-dashboard",,felixmoelders (Felix Mölders),felixmoelders (Felix Mölders)
automotive.app4mc,app4mc,Eclipse APP4MC,"Application Platform Project for Multi Core 
Eclipse APP4MC™ is a platform for engineering embedded multi- and many-core software systems. The platform enables the creation and management of complex...",https://projects.eclipse.org/projects/automotive.app4mc,http://www.eclipse.org/app4mc,https://projects.eclipse.org/sites/default/files/styles/project_logo/public/app4mc-logo-g.png?itok=oZosRjjZ,Regular,True,automotive,app4mc-dev,app4mc-dev@eclipse.org,https://dev.eclipse.org/mailman/listinfo/app4mc-dev,,,,"<p>The focus of Eclipse APP4MC™ provides optimization of timing and scheduling in embedded multi- and many-core systems. The data model is focused on these topics and does not claim to replace existing standards like EAST-ADL, AUTOSAR or MDX.</p>
<p>The APP4MC project aims at providing</p>
<ul>
<li>a basis for the integration of various tools into a consistent and comprehensive tool chain</li>
<li>extensive models for timing behaviour, software, hardware, and constraints descriptions (used for simulation / analysis and for exchange)</li>
<li>editors and domain specific languages for the models</li>
<li>tools for scheduling, partitioning, and optimizing of multi- and many-core architectures</li>
</ul>
<p>&nbsp;</p>
",,,"pourmohseni (Behnaz Pourmohseni), rweberl0g (Raphael Weber), sreiser (Sebastian Reiser), dfauthig2 (Dirk Fauth), zmeer (Zakir Meer), dkunz (Daniel Kunz), hmackamul (Harald Mackamul), asailer (Andreas Sailer), rhoettger (Robert Hoettger), lkrawczyk (Lukas Krawczyk)",hmackamul (Harald Mackamul)
automotive.arche,arche,Eclipse ArchE,Eclipse ArchE (Architecture Enabler) provides a tool for Architecture Modeling following an holistic Model-Based-Systems-Engineering (MBSE) approach instead of having a heterogeneous environment of...,https://projects.eclipse.org/projects/automotive.arche,https://projects.eclipse.org/projects/automotive.arche,https://projects.eclipse.org/sites/default/files/styles/project_logo/public/arche_splash.png?itok=7wXRRMp3,Incubating,True,automotive,arche-dev,arche-dev@eclipse.org,https://accounts.eclipse.org/mailing-list/arche-dev,,,,"<p>Eclipse ArchE (Architecture Enabler) provides a tool for Architecture Modeling following an holistic Model-Based-Systems-Engineering (MBSE) approach.</p>
<p>In Scope:</p>
<ul>
<li>Holistic Architecture Modeling including linkage to
<ul>
<li>System modeling followed the RFLP (requirements, functional, logical and physical architecture) approach</li>
<li>Modelling of
<ul>
<li>timing,</li>
<li>safety,</li>
<li>security</li>
</ul>
</li>
<li>Consistency checks</li>
<li>Reporting (e.g. ressource consumption)</li>
</ul>
</li>
<li>Generation of ARXMLs</li>
</ul>
<p>Out of Scope</p>
<ul>
<li>Requirements Management</li>
<li>Actual development of the software of the software components</li>
</ul>
",https://github.com/eclipse-arche/arche,,"ratiud (Daniel Ratiu), mane274 (Manuel Huber), langhammerm (Michael Langhammer), andreaslooft (Andreas Looft), felixreimann (Felix Reimann)","andreaslooft (Andreas Looft), felixreimann (Felix Reimann)"
automotive.autoapiframework,autoapiframework,Eclipse Automotive API Framework,Decoupling of the application logic from the basic software stack enables automotive suppliers (no matter if Tier-1 or in-house teams at an OEM) to contribute with building blocks to Software-defined...,https://projects.eclipse.org/projects/automotive.autoapiframework,https://projects.eclipse.org/projects/automotive.autoapiframework,https://projects.eclipse.org/modules/custom/eclipsefdn/eclipsefdn_projects/images/project_state/incubating.png,Incubating,True,automotive,autoapiframework-dev,autoapiframework-dev@eclipse.org,https://accounts.eclipse.org/mailing-list/autoapiframework-dev,,,,"<p>The Eclipse Automotive API Framework decouples application logic from the middleware stack and operating system in automotive HPC systems by providing an application-facing interface and defining the accompanying workflow.</p>
",,"hartmannnico (Nico Hartmann), erikvzf (Erik Verhoeven), suzz52 (Suresh Chamuah), vinodreddy (VINOD REDDY GOPI REDDY), cchristmann (Constantin Christmann), gunther (Gunther Bauer), ramesh24 (Ramesh Kumar Dharmapuri), partha92 (Parthasarathy Nadarajan), strobelm (Manuel Strobel)","suzz52 (Suresh Chamuah), gunther (Gunther Bauer), cchristmann (Constantin Christmann)","gunther (Gunther Bauer), cchristmann (Constantin Christmann)"
automotive.autowrx,autowrx,Eclipse Autowrx,"Eclipse Autowrx is the open source implementation of digital.auto (http://digital.auto), an industry-wide initiative enabling the automotive industry to establish a new, digital-first approach for the...",https://projects.eclipse.org/projects/automotive.autowrx,https://docs.digital.auto/,https://projects.eclipse.org/modules/custom/eclipsefdn/eclipsefdn_projects/images/project_state/incubating.png,Incubating,True,automotive,autowrx-dev,autowrx-dev@eclipse.org,https://accounts.eclipse.org/mailing-list/autowrx-dev,https://docs.digital.auto/basics/overview/,https://docs.digital.auto/basics/overview/,https://gitlab.eclipse.org/eclipse/autowrx/autowrx,"<p>Eclipse Autowrx provides an in-browser, rapid prototyping and collaboration platform for connected vehicles, utilizing the COVESA APIs.</p>
",,tuanh (Tuan Hoang Dinh Anh),"tuanh (Tuan Hoang Dinh Anh), bdug (Dirk Bangel), msontag (Manuel Sontag), dslama (Dirk Slama), ppa2hc (phong pham), hoangphan (Hoang  PHAN), nhanluong (Nhan Luong), ariexinger (Andy Riexinger), chris4fsti (Xiangwei Cheng), tamthaihoangminh (Tam Thai Hoang Minh)","nhanluong (Nhan Luong), bdug (Dirk Bangel), msontag (Manuel Sontag), dslama (Dirk Slama), ariexinger (Andy Riexinger)"
